"","Survey","Transect","Team","Species","ID","Distance","Detected","Beaufort","Glare","Subjective","Swell","TOD","Group.size","Group","W.R","W.L","y10","y01","y11"
"5479","NES",3033981,"upper","FIWH",47280,442.4757,1,2.4,2,3,0.3,18.219,1,10,6000,0,0,0,1
"5482","NES",3033981,"upper","FIWH",47282,3061.29,1,2.4,2,3,0.3,18.343,3,10,6000,0,0,0,1
"5484","NES",3033981,"upper","FIWH",47288,142.1827,1,2.4,2,3,0.3,18.417,1,10,6000,0,0,0,1
"5486","NES",3033981,"upper","FIWH",47292,3405.746,1,2.4,2,3,0.3,18.456,1,10,6000,0,1,0,0
"5487","NES",3033981,"upper","FIWH",47294,1400.734,0,2.4,2,3,0.3,18.479,2,10,6000,0,0,1,0
"5490","NES",3033981,"upper","FIWH",47297,379.4728,1,2.4,2,3,0.3,18.563,1,10,6000,0,0,0,1
"5491","NES",3033981,"upper","FIWH",47299,2706.01,0,2.4,2,3,0.3,18.606,3,10,6000,0,0,1,0
"5494","NES",3033981,"upper","FISE",47302,1175.112,1,2.4,2,3,0.3,18.621,1,10,6000,0,1,0,0
"5496","NES",3033981,"upper","FIWH",47304,454.2124,1,2.4,2,3,0.3,18.642,1,10,6000,0,1,0,0
"5498","NES",3033981,"upper","FISE",47307,1947.564,1,2.4,2,3,0.3,18.662,1,10,6000,0,1,0,0
"5500","NES",3033741,"upper","FIWH",47309,2719.101,1,2.4,2,3,0.3,18.686,5,10,6000,0,0,0,1
"5501","NES",3033741,"upper","FIWH",47310,0,0,2.4,2,3,0.3,18.694,1,10,6000,0,0,1,0
"5503","NES",3033741,"upper","FIWH",47315,522.325,0,2.4,2,3,0.3,18.719,1,10,6000,0,0,1,0
"5505","NES",3033741,"upper","FIWH",47316,2288.573,1,2.4,2,3,0.3,18.721,2,10,6000,0,1,0,0
"5508","NES",3033741,"upper","FIWH",47319,147.5518,1,2.4,2,3,0.3,18.771,3,10,6000,0,0,0,1
"5510","NES",3033741,"upper","FIWH",47321,4016.288,0,2.4,2,3,0.3,18.786,2,10,6000,0,0,1,0
"5511","NES",3033741,"upper","FIWH",47322,589.7579,1,2.4,2,3,0.3,18.796,1,10,6000,0,1,0,0
"5513","NES",3033741,"upper","FIWH",47324,4227.601,0,2.4,2,3,0.3,18.798,2,10,6000,0,0,1,0
"5516","NES",3033741,"upper","FIWH",47325,3390.933,0,2.4,2,3,0.3,18.805,3,10,6000,0,0,1,0
"5517","NES",3033741,"upper","FIWH",47327,3698.552,0,2.4,2,3,0.3,18.827,3,10,6000,0,0,1,0
"5519","NES",3033741,"upper","FIWH",47328,1447.755,1,2.4,2,3,0.3,18.86,6,10,6000,0,0,0,1
"5522","NES",3033741,"upper","FIWH",47330,184.9115,1,2.4,2,3,0.3,18.845,1,10,6000,0,1,0,0
"5524","NES",3033741,"upper","FIWH",47332,1718.285,0,2.4,2,3,0.3,18.867,4,10,6000,0,0,1,0
"5526","NES",3033741,"upper","FISE",47336,3969.159,1,2.4,2,3,0.3,18.898,1,10,6000,0,1,0,0
"5528","NES",3033741,"upper","FIWH",47342,2913.369,1,2.4,2,3,0.3,18.962,1,10,6000,0,1,0,0
"5530","NES",3033741,"upper","FIWH",47343,2576.897,0,2.4,2,3,0.3,18.983,2,10,6000,0,0,1,0
"5532","NES",3033742,"upper","FIWH",47346,1263.199,1,2.506,2.353,3,0.3,19.043,3,10,6000,0,0,0,1
"5533","NES",3033742,"upper","FIWH",47348,3327.105,0,2.506,2.353,3,0.3,19.064,5,10,6000,0,0,1,0
"5536","NES",3033742,"upper","FIWH",47350,1371.327,1,2.506,2.353,3,0.3,19.071,1,10,6000,0,1,0,0
"5537","NES",3033742,"upper","FIWH",47351,1482.324,1,2.506,2.353,3,0.3,19.085,2,10,6000,0,1,0,0
"5540","NES",3033742,"upper","FISE",47354,5016.967,1,2.506,2.353,3,0.3,19.104,2,10,6000,0,1,0,0
"5542","NES",3033742,"upper","FIWH",47357,4330.11,1,2.506,2.353,3,0.3,19.123,3,10,6000,0,1,0,0
"5544","NES",3033742,"upper","FIWH",47358,483.758,1,2.506,2.353,3,0.3,19.23,3,10,6000,0,0,0,1
"5545","NES",3033742,"upper","FIWH",47361,279.5984,1,2.506,2.353,3,0.3,19.222,3,10,6000,0,1,0,0
"5548","NES",3033742,"upper","FISE",47362,1322.579,1,2.506,2.353,3,0.3,19.238,1,10,6000,0,1,0,0
"5550","NES",3033742,"upper","FIWH",47367,3316.129,1,2.506,2.353,3,0.3,19.269,1,10,6000,0,1,0,0
"5551","NES",3033742,"upper","FIWH",47370,110.5051,0,2.506,2.353,3,0.3,19.277,1,10,6000,0,0,1,0
"5554","NES",3033742,"upper","FIWH",47373,2178.718,0,2.506,2.353,3,0.3,19.311,1,10,6000,0,0,1,0
"5556","NES",3033742,"upper","FIWH",47374,867.6621,1,2.506,2.353,3,0.3,19.335,2,10,6000,0,0,0,1
"5558","NES",3033742,"upper","FIWH",47378,471.1731,0,2.506,2.353,3,0.3,19.374,1,10,6000,0,0,1,0
"5559","NES",3033742,"upper","FIWH",47381,601.0724,0,2.506,2.353,3,0.3,19.395,4,10,6000,0,0,1,0
"5561","NES",3033742,"upper","FIWH",47383,280.8665,0,2.506,2.353,3,0.3,19.423,1,10,6000,0,0,1,0
"5564","NES",3033742,"upper","FIWH",47386,1322.579,1,2.506,2.353,3,0.3,19.432,2,10,6000,0,1,0,0
"5566","NES",3033742,"upper","FISE",47389,1317.548,1,2.506,2.353,3,0.3,19.455,1,10,6000,0,1,0,0
"5568","NES",3033742,"upper","FIWH",47390,1676.974,0,2.506,2.353,3,0.3,19.472,1,10,6000,0,0,1,0
"5569","NES",3033742,"upper","FISE",47391,2045.335,1,2.506,2.353,3,0.3,19.475,1,10,6000,0,1,0,0
"5571","NES",3033742,"upper","FIWH",47394,1221.909,0,2.506,2.353,3,0.3,19.54,2,10,6000,0,0,1,0
"5573","NES",3033742,"upper","FIWH",47395,200,0,2.506,2.353,3,0.3,19.551,1,10,6000,0,0,1,0
"5576","NES",3033742,"upper","FIWH",47397,1460.437,1,2.506,2.353,3,0.3,19.577,3,10,6000,0,0,0,1
"5578","NES",3033742,"upper","FIWH",47399,2785.528,1,2.506,2.353,3,0.4,19.733,1,10,6000,0,0,0,1
"5579","NES",3033742,"upper","BLWH",47400,2118.233,0,2.506,2.353,3,0.3,19.596,1,10,6000,0,0,1,0
"5581","NES",3033742,"upper","FIWH",47403,568.9692,0,2.506,2.353,3,0.3,19.604,2,10,6000,0,0,1,0
"5583","NES",3033742,"upper","FIWH",47405,2904.077,0,2.506,2.353,3,0.3,19.616,2,10,6000,0,0,1,0
"5585","NES",3033742,"upper","FIWH",47406,2223.408,0,2.506,2.353,3,0.3,19.622,1,10,6000,0,0,1,0
"5588","NES",3033742,"upper","FIWH",47408,2279.192,1,2.506,2.353,3,0.3,19.627,1,10,6000,0,1,0,0
"5589","NES",3033742,"upper","FIWH",47413,407.9742,0,2.506,2.353,3,0.3,19.672,1,10,6000,0,0,1,0
"5591","NES",3033742,"upper","FIWH",47416,1496.874,0,2.506,2.353,3,0.3,19.693,2,10,6000,0,0,1,0
"5593","NES",3033742,"upper","FIWH",47418,696.8191,0,2.506,2.353,3,0.4,19.727,2,10,6000,0,0,1,0
"5595","NES",3033743,"upper","FIWH",47422,1215.513,1,2.7,3,3,0.4,19.754,3,10,6000,0,0,0,1
"5597","NES",3033743,"upper","FIWH",47424,199.8761,0,2.7,3,3,0.4,19.756,1,10,6000,0,0,1,0
"5600","NES",3033743,"upper","FIWH",47430,755.9969,0,2.7,3,3,0.4,19.834,1,10,6000,0,0,1,0
"5602","NES",3033743,"upper","FIWH",47432,2842.439,1,2.7,3,3,0.4,19.866,1,10,6000,0,1,0,0
"5603","NES",3033743,"upper","FIWH",47434,124.5834,1,2.7,3,3,0.4,19.933,1,10,6000,0,1,0,0
"5606","NES",3033743,"upper","FIWH",47436,1366.18,0,2.7,3,3,0.4,19.937,1,10,6000,0,0,1,0
"5608","NES",3033983,"upper","FIWH",47450,1242.933,1,2.7,3,3,0.4,20.341,2,10,6000,0,0,0,1
"5609","NES",3033983,"upper","FIWH",47451,5546.668,1,2.7,3,3,0.4,20.374,1,10,6000,0,0,0,1
"5612","NES",3033984,"upper","FIWH",47455,5205.126,1,2.559,3,3,0.4,20.482,3,10,6000,0,0,0,1
"5614","NES",3033984,"upper","FIWH",47460,5037.622,0,2.559,3,3,0.4,20.692,3,10,6000,0,0,1,0
"5615","NES",3033984,"upper","FIWH",47461,4322.231,0,2.559,3,3,0.4,20.775,2,10,6000,0,0,1,0
"5618","NES",3033984,"upper","FIWH",47463,542.564,1,2.559,3,3,0.4,20.891,1,10,6000,0,0,0,1
"5619","NES",3033984,"upper","FIWH",47469,199.8761,0,2.559,3,3,0.4,20.99,1,10,6000,0,0,1,0
"5621","NES",3034225,"upper","FIWH",47470,5787.772,0,3.168,3,3,0.4,21.187,1,10,6000,0,0,1,0
"5624","NES",3033750,"upper","FIWH",47518,847.1859,1,4.5,3,0,1,12.993,1,10,6000,0,0,0,1
"5626","NES",3033750,"upper","FIWH",47519,325.7556,1,4.5,3,0,1,13.041,1,10,6000,0,1,0,0
"5628","NES",3033750,"upper","FIWH",47520,2452.469,1,4.5,3,0,1,13.153,3,10,6000,0,0,0,1
"5629","NES",3033750,"upper","FIWH",47521,936.6939,1,4.5,3,0,1,13.246,1,10,6000,0,1,0,0
"5632","NES",3032076,"upper","FIWH",47576,2885.715,1,2.938,3,3,0.3,12.373,2,10,6000,0,0,0,1
"5633","NES",3031836,"upper","FIWH",47580,2554.753,1,2.972,2.276,3,0.3,12.499,2,10,6000,0,0,0,1
"5636","NES",3031836,"upper","FIWH",47583,2709.66,1,2.972,2.276,3,0.3,12.567,1,10,6000,0,1,0,0
"5637","NES",3031836,"upper","FIWH",47585,4713.917,1,2.972,2.276,3,0.3,12.664,2,10,6000,0,1,0,0
"5640","NES",3031836,"upper","FIWH",47588,1356.515,1,2.972,2.276,3,0.3,12.744,1,10,6000,0,1,0,0
"5641","NES",3031596,"upper","FIWH",47594,277.2968,1,3,2,3,0.3,13.059,2,10,6000,0,0,0,1
"5643","NES",3031596,"upper","FIWH",47595,184.9115,1,3,2,3,0.3,13.196,2,10,6000,0,0,0,1
"5646","NES",3031596,"upper","FIWH",47596,920.3313,0,3,2,3,0.3,13.216,1,10,6000,0,0,1,0
"5647","NES",3031596,"upper","FIWH",47601,208.7704,1,3,2,3,0.3,13.364,1,10,6000,0,1,0,0
"5650","NES",3031356,"upper","FIWH",47603,281.7238,1,2.967,2,3,0.3,13.65,1,10,6000,0,1,0,0
"5652","NES",3031356,"upper","FIWH",47604,731.6394,1,2.967,2,3,0.3,13.679,1,10,6000,0,1,0,0
"5654","NES",3031356,"upper","FIWH",47611,259.7217,1,2.967,2,3,0.3,13.804,1,10,6000,0,0,0,1
"5655","NES",3031356,"upper","FIWH",47618,83.31352,1,2.967,2,3,0.3,13.986,1,10,6000,0,0,0,1
"5658","NES",3031116,"upper","FIWH",47646,479.3439,1,2.9,1.228,3,0.3,14.567,1,10,6000,0,1,0,0
"5659","NES",3031116,"upper","FIWH",47655,455.3957,0,2.9,1.228,3,0.3,14.668,1,10,6000,0,0,1,0
"5662","NES",3031117,"upper","FIWH",47670,3692.369,1,2.9,1,3,0.3,14.965,1,10,6000,0,1,0,0
"5663","NES",3031117,"upper","FIWH",47673,1404.733,1,2.9,1,3,0.3,15.044,1,10,6000,0,1,0,0
"5665","NES",3031118,"upper","FIWH",47678,388.2286,1,2.9,1,3,0.3,15.427,1,10,6000,0,0,0,1
"5668","NES",3035637,"upper","FIWH",47983,347.2964,1,3.732,3,3,1,13.371,1,10,6000,0,0,0,1
"5669","NES",3033720,"upper","FIWH",48046,2322.665,1,4.217,1,2.565,0.5,18.144,1,10,6000,0,1,0,0
"5671","NES",3033479,"upper","FIWH",48053,4134.193,1,3.943,1,2.371,0.5,18.665,2,10,6000,0,0,0,1
"5674","NES",3033239,"upper","FIWH",48055,4979.997,0,2.915,1,3,0.5,18.718,1,10,6000,0,0,1,0
"5675","NES",3033239,"upper","FIWH",48062,1141.428,1,2.915,1,3,0.5,19.182,1,10,6000,0,0,0,1
"5678","NES",3032999,"upper","SEWH",48063,553.8336,1,2.552,1,3,0.5,19.242,1,10,6000,0,1,0,0
"5680","NES",3032999,"upper","FIWH",48066,855.4866,0,2.552,1,3,0.5,19.36,1,10,6000,0,0,1,0
"5681","NES",3032999,"upper","FIWH",48067,2374.48,1,2.552,1,3,0.5,19.36,1,10,6000,0,0,0,1
"5684","NES",3032998,"upper","FIWH",48074,258.819,1,2.2,1,3,0.5,19.533,1,10,6000,0,0,0,1
"5685","NES",3032998,"upper","MIWH",48075,213.4605,1,2.2,1,3,0.5,19.603,1,10,6000,0,1,0,0
"5687","NES",3032998,"upper","FIWH",48078,483.758,1,2.2,1,3,0.5,19.738,2,10,6000,0,0,0,1
"5689","NES",3032758,"upper","FIWH",48079,1204.242,1,2.423,1.248,3,0.5,19.768,2,10,6000,0,0,0,1
"5691","NES",3032758,"upper","FIWH",48082,2390.415,0,2.423,1.248,3,0.5,19.856,1,10,6000,0,0,1,0
"5693","NES",3032758,"upper","FIWH",48083,2390.415,0,2.423,1.248,3,0.5,19.856,1,10,6000,0,0,1,0
"5696","NES",3032758,"upper","FISE",48084,1908.651,1,2.423,1.248,3,0.5,19.859,2,10,6000,0,1,0,0
"5697","NES",3032758,"upper","FIWH",48088,2251.262,0,2.423,1.248,3,0.5,20.035,1,10,6000,0,0,1,0
"5700","NES",3032758,"upper","FIWH",48089,338.759,0,2.423,1.248,3,0.5,20.093,1,10,6000,0,0,1,0
"5701","NES",3032757,"upper","FIWH",48091,242.0264,1,2.55,2,3,0.5,20.766,1,10,6000,0,1,0,0
"5704","NES",3032757,"upper","FIWH",48093,1783.147,1,2.55,2,3,0.5,20.836,1,10,6000,0,1,0,0
"5705","NES",3032997,"upper","FIWH",48094,800.0707,1,2.423,2.646,3,0.5,20.954,1,10,6000,0,1,0,0
"5708","NES",3032997,"upper","MIWH",48095,166.6232,1,2.423,2.646,3,0.5,21.006,1,10,6000,0,1,0,0
"5709","NES",3032997,"upper","FIWH",48097,1748.981,1,2.423,2.646,3,0.5,21.193,1,10,6000,0,1,0,0
"5711","NES",3033237,"upper","FIWH",48100,2562.831,0,2,3,3,0.5,21.429,1,10,6000,0,0,1,0
"5713","NES",3033236,"upper","FIWH",48101,3029.831,1,2.497,3,3,0.5,21.561,2,10,6000,0,0,0,1
"5715","NES",3033236,"upper","FIWH",48103,2433.118,1,2.497,3,3,0.5,21.788,2,10,6000,0,1,0,0
"5717","NES",3033236,"upper","FIWH",48104,2257.8,1,2.497,3,3,0.5,21.801,1,10,6000,0,1,0,0
"5719","NES",3033236,"upper","FIWH",48105,1468.113,1,2.497,3,3,0.5,21.808,2,10,6000,0,1,0,0
"5721","NES",3034226,"upper","FIWH",48143,2320.756,1,3.342,3,1.018,1,20.991,1,10,6000,0,0,0,1
"5723","NES",3035396,"upper","FIWH",48332,3697.805,0,2,1,2.881,1,11.286,1,10,6000,0,0,1,0
"5725","NES",3035636,"upper","FIWH",48345,3812.031,1,1.321,1,3,0.6,11.734,1,10,6000,0,0,0,1
"5727","NES",3035410,"upper","FIWH",48817,242.0264,1,2.8,3,2,0.8,20.521,1,10,6000,0,1,0,0
"5867","SES",3042093,"upper","ASDO",51295,618,1,3.813,3,3,4,13.82,9,1,2700,0,0,0,1
"5870","SES",3042333,"upper","STDO",51297,2507,1,4,1,3,4,14.357,91.25,1,2700,0,0,0,1
"5871","SES",3042807,"upper","SADO",51314,2125,0,2,0,4,3,21.251,39.25,1,2700,0,0,1,0
"5874","SES",3043047,"upper","ASDO",51319,139,1,2,0,4,3,22.374,76,1,2700,0,0,0,1
"5876","SES",3040422,"upper","STDO",51338,0,1,1,0,4,2,13.076,151,1,2700,0,0,0,1
"5878","SES",3040423,"upper","STDO",51340,163,1,2,0,4,2,13.789,111.8,1,2700,0,0,0,1
"5879","SES",3040904,"upper","ASDO",51344,1033,1,2,0,4,2,15.444,31.75,1,2700,0,1,0,0
"5882","SES",3041146,"upper","ASDO",51350,335,1,2,0,4,2,16.957,35.25,1,2700,0,1,0,0
"5883","SES",3041628,"upper","ASDO",51353,2122,0,2,0,3,2,19.147,33.25,1,2700,0,0,1,0
"5886","SES",3042352,"upper","ASDO",51357,1,0,4,0,1,4,22.197,9.5,1,2700,0,0,1,0
"5887","SES",3043310,"upper","CLDO",51361,685,0,3,0,3,4,16.748,2.5,1,2700,0,0,1,0
"5889","SES",3043304,"upper","ASDO",51362,57,1,4,0,1,4,20.434,46.5,1,2700,0,0,0,1
"5892","SES",3045447,"upper","ASDO",51368,194,0,4,0,1,3,20.026,22.25,1,2700,0,0,1,0
"5894","SES",3045206,"upper","ASDO",51369,589,1,4,1.152,1,3,20.687,22,1,2700,0,0,0,1
"5895","SES",3044965,"upper","SADO",51375,2075,0,2.137,1.902,1.963,3,22.908,213.75,1,2700,0,0,1,0
"5898","SES",3044726,"upper","ASDO",51380,1306,0,2,3,3,3,11.165,34.5,1,2700,0,0,1,0
"5900","SES",3044488,"upper","ASDO",51388,221,1,2,3,3,3,12.904,35,1,2700,0,0,0,1
"5902","SES",3044009,"upper","ASDO",51396,1394,0,3,0,3,3,15.143,62.666667,1,2700,0,0,1,0
"5904","SES",3043293,"upper","STDO",51424,2538,1,3.41,0.179,2.615,2,18.157,92.666667,1,2700,0,0,0,1
"5905","SES",3047844,"upper","ASDO",51456,331,0,4,2,1,4,20.686,15,1,2700,0,0,1,0
"5907","SES",3046670,"upper","PSDO",51498,676,0,2,0,3,4,20.824,53.75,1,2700,0,0,1,0
"5910","SES",3047152,"upper","ASDO",51499,209,1,2,0,3,5,22.812,15.666667,1,2700,0,0,0,1
"5911","SES",3047153,"upper","ASDO",51500,1973,0,2,0,2.765,5,23.169,25.75,1,2700,0,0,1,0
"5914","SES",3047381,"upper","ASDO",51508,1846,1,2,1.531,2.522,4,22.457,44,1,2700,0,1,0,0
"5916","SES",3043299,"upper","CLDO",51516,1165,1,3.004,0,2,3,13.155,119.25,1,2700,0,0,0,1
"5918","SES",3040892,"upper","SADO",51541,734,1,2,0,3,3,20.493,22,1,2700,0,1,0,0
"5920","SES",3041131,"upper","SADO",51542,2517,0,2,0,3,2,21.739,31.75,1,2700,0,0,1,0
"5921","SES",3046649,"upper","ASDO",51557,85,1,2,0,4,2,13.095,37,1,2700,0,0,0,1
"5923","SES",3048333,"upper","ASDO",51566,50,0,2,0,3,3,20.961,2,1,2700,0,0,1,0
"5926","SES",3049297,"upper","ASDO",51569,75,1,2,2.52,4,3,12.062,3.5,1,2700,0,1,0,0
"5928","SES",3049297,"upper","ASDO",51570,1668,0,2,2.52,4,3,12.077,18.5,1,2700,0,0,1,0
"5929","SES",3052426,"upper","PSDO",51581,902,1,2,0,4,2,13.359,46.6,1,2700,0,0,0,1
"5932","SES",3046406,"upper","ASDO",51602,19,1,4,0,1,4,12.453,30,1,2700,0,0,0,1
"5934","SES",3063877,"upper","PSDO",51660,2113,1,2,0,3,3,19.671,78.8,1,2700,0,0,0,1
"5936","SES",3056016,"upper","PSDO",51700,0,1,2.124,1.354,3,2,14.016,8.5,1,2700,0,0,0,1
"5938","SES",3056014,"upper","ASDO",51703,1762,1,2,0,3,2,15.348,42,1,2700,0,0,0,1
"5939","SES",3056005,"upper","ASDO",51715,2026,0,1,0,4,1,20.356,35.333333,1,2700,0,0,1,0
"5941","SES",3055755,"upper","ASDO",51746,395,1,2,0,3,2,14.461,14.5,1,2700,0,1,0,0
"5944","SES",3055750,"upper","ASDO",51749,956,1,1.299,0,4,2,16.637,11,1,2700,0,1,0,0
"5945","SES",3058625,"upper","PSDO",51773,1630,1,3,1,3,4,21.321,28,1,2700,0,1,0,0
"5947","SES",3060541,"upper","ASDO",51787,1223,0,2,0,3,3,18.901,49,1,2700,0,0,1,0
"5949","SES",3033476,"upper","WSDO",59655,797.106,0,4.9,2,1,1.2,13.981,6,1,2700,0,0,1,0
"5951","SES",3033956,"upper","SADO",59656,1392.025,1,4.589,2,1,1.2,15.143,35,1,2700,0,0,0,1
"5953","SES",3033957,"upper","WSDO",59657,535.3584,1,4.2,3,1.412,1.2,17.388,6,1,2700,0,1,0,0
"5956","SES",3040654,"upper","SADO",59672,190.4616,1,4.2,3,1,1.5,20.312,14,1,2700,0,1,0,0
"5957","SES",3040893,"upper","SADO",59691,2591.776,1,4,0.872,2,0.6,11.641,95,1,2700,0,1,0,0
"5960","SES",3041132,"upper","STDO",59698,356.4724,1,4.9,3,1,0.6,14.884,35,1,2700,0,1,0,0
"5962","SES",3044002,"upper","SADO",59729,274.72,1,2.8,3,3,0.6,22.12,4,1,2700,0,0,0,1
"5964","SES",3043762,"upper","SADO",59731,379.5708,1,4.184,1,2,0.4,11.23,31,1,2700,0,0,0,1
"5966","SES",3042089,"upper","SADO",59761,1.736482,1,2.895,0,2,1.5,13.571,1,1,2700,0,1,0,0
"5968","SES",3041612,"upper","STDO",59763,733.1262,1,3.2,0,2,1.5,16.681,2,1,2700,0,1,0,0
"5969","SES",3041612,"upper","WSDO",59764,595.0891,1,3.2,0,2,1.5,16.763,2,1,2700,0,0,0,1
"5972","SES",3041133,"upper","SADO",59766,0,1,2.874,0,2,2,18.051,26,1,2700,0,0,0,1
"5973","SES",3040415,"upper","SADO",59768,500,1,2.242,0,2,1.5,19.943,32,1,2700,0,1,0,0
"5975","SES",3040415,"upper","SADO",59769,100,1,2.242,0,2,1.5,20.253,7,1,2700,0,1,0,0
"5977","SES",3037067,"upper","SADO",59803,135.6466,0,2.975,1.632,2.027,2,19.573,18,1,2700,0,0,1,0
"5979","SES",3037067,"upper","SADO",59804,200,1,2.975,1.632,2.027,2,20.863,4,1,2700,0,1,0,0
"5981","SES",3037067,"upper","SADO",59806,1433.837,0,2.975,1.632,2.027,2,20.946,18,1,2700,0,0,1,0
"5984","SES",3037067,"upper","SADO",59809,1381.609,1,2.975,1.632,2.027,2,21.199,6,1,2700,0,1,0,0
"5985","SES",3037306,"upper","SADO",59812,785.7058,1,2.5,2,2,2,21.664,5,1,2700,0,0,0,1
"5987","SES",3037306,"upper","SADO",59813,561.9535,1,2.5,2,2,2,21.874,20,1,2700,0,0,0,1
"5989","SES",3037066,"upper","SADO",59820,356.9708,0,2.171,2.23,2.623,0.7,22.6,2,1,2700,0,0,1,0
"5992","SES",3037067,"upper","SADO",59828,1723.755,1,2.975,1.632,2.027,0.7,11.253,6,1,2700,0,1,0,0
"5993","SES",3037067,"upper","SADO",59829,1470.885,1,2.975,1.632,2.027,0.7,11.373,8,1,2700,0,0,0,1
"5996","SES",3036586,"upper","SADO",59831,209.3914,1,3.205,2.711,2.03,0.7,12.537,23,1,2700,0,0,0,1
"5998","SES",3036831,"upper","SADO",59844,1027.931,1,3.444,0.558,2,1.6,17.469,13,1,2700,0,0,0,1
"6000","SES",3036594,"upper","STDO",59868,612.094,1,2.6,0.641,2,1.6,20.194,25,1,2700,0,0,0,1
"6001","SES",3034204,"upper","WSDO",59905,859.5236,0,2.571,3,2,1.4,20.041,5,1,2700,0,0,1,0
"6003","SES",3035404,"upper","SADO",59937,407.3485,1,4.319,2.285,2,0.5,21.884,15,1,2700,0,1,0,0
"6006","SES",3035646,"upper","SADO",59939,243.3028,0,4.5,3,1.316,0.5,22.822,8,1,2700,0,0,1,0
"6007","SES",3036129,"upper","SADO",59944,112.0162,0,4.628,3,1,1,14.579,7,1,2700,0,0,1,0
"6009","SES",3031118,"upper","SADO",60005,1621.393,1,4.12,2.426,2,1,18.922,55,1,2700,0,0,0,1
"6011","SES",3031118,"upper","SADO",60008,34.20201,1,4.12,2.426,2,1,19.207,16,1,2700,0,1,0,0
"6013","SES",3031119,"upper","SADO",60009,1991.204,1,4.2,3,2,1,19.468,50,1,2700,0,1,0,0
"6015","SES",3031119,"upper","SADO",60013,86.60254,0,4.2,3,2,1,20.01,15,1,2700,0,0,1,0
"6017","SES",3031120,"upper","SADO",60014,8.682409,0,4.2,3,2,1,20.114,6,1,2700,0,0,1,0
"6019","SES",3031120,"upper","SADO",60016,969.062,1,4.2,3,2,1,20.3,3,1,2700,0,1,0,0
"6022","SES",3030161,"upper","SADO",60033,1006.145,1,2.6,3,2,1,20.279,25,1,2700,0,0,0,1
"6023","SES",3030161,"upper","SADO",60034,2174.024,0,2.6,3,2,1,20.326,17,1,2700,0,0,1,0
"6026","SES",3030161,"upper","SADO",60035,69.45927,1,2.6,3,2,1,20.432,5,1,2700,0,1,0,0
"6028","SES",3030161,"upper","SADO",60036,117.8759,1,2.6,3,2,1,20.489,5,1,2700,0,0,0,1
"6029","SES",3030161,"upper","SADO",60037,199.8478,1,2.6,3,2,1,20.537,3,1,2700,0,1,0,0
"6032","SES",3030642,"upper","SADO",60043,1282.205,1,3.017,3,2,1,21.467,7,1,2700,0,1,0,0
"6034","SES",3030882,"upper","SADO",60049,599.5846,1,3.489,2.877,1.855,1,22.145,4,1,2700,0,0,0,1
"6035","SES",3031122,"upper","SADO",60052,1026.499,1,3.998,3,1.463,1,22.93,240,1,2700,0,0,0,1
"6037","SES",3032076,"upper","SADO",60083,70.71068,1,2.988,3,2.826,0.3,13.883,22,1,2700,0,0,0,1
"6039","SES",3032796,"upper","SADO",60098,446.1592,1,2.709,1.97,3,0.3,17.616,80,1,2700,0,0,0,1
"6042","SES",3033036,"upper","SADO",60100,388.4242,1,3.518,1.933,2.305,0.3,18.177,65,1,2700,0,1,0,0
"6044","SES",3033036,"upper","STDO",60101,388.4242,1,3.518,1.933,2.305,0.3,18.177,4,1,2700,0,1,0,0
"6045","SES",3033035,"upper","SADO",60105,620.4948,1,3.686,1.607,2.393,0.3,19.13,43,1,2700,0,1,0,0
"6048","SES",3033034,"upper","SADO",60107,580.4098,1,2.585,1.761,3,0.3,19.464,15,1,2700,0,0,0,1
"6050","SES",3033033,"upper","SADO",60113,366.2509,1,2.5,2.405,3,0.3,20.568,23,1,2700,0,0,0,1
"6052","SES",3033032,"upper","SADO",60115,710.9999,0,2.5,3,3,0.3,20.815,7,1,2700,0,0,1,0
"6053","SES",3033036,"upper","SADO",60119,687.1236,1,3.518,1.933,2.305,0.25,11.276,50,1,2700,0,0,0,1
"6056","SES",3032796,"upper","SADO",60126,431.6778,1,2.709,1.97,3,0.25,11.548,20,1,2700,0,1,0,0
"6058","SES",3032796,"upper","SADO",60128,0,1,2.709,1.97,3,0.25,11.599,73,1,2700,0,1,0,0
"6059","SES",3032796,"upper","SADO",60131,546.911,0,2.709,1.97,3,0.25,11.74,20,1,2700,0,0,1,0
"6062","SES",3032796,"upper","SADO",60132,601.21,1,2.709,1.97,3,0.25,11.757,19,1,2700,0,1,0,0
"6063","SES",3032796,"upper","SADO",60133,0,1,2.709,1.97,3,0.25,11.807,40,1,2700,0,0,0,1
"6066","SES",3032556,"upper","SADO",60136,503.3415,1,3.107,2.582,2.718,0.25,11.958,7,1,2700,0,1,0,0
"6067","SES",3032556,"upper","SADO",60137,295.0966,1,3.107,2.582,2.718,0.25,11.969,12,1,2700,0,1,0,0
"6069","SES",3032556,"upper","SADO",60138,672.2955,1,3.107,2.582,2.718,0.25,12.192,12,1,2700,0,0,0,1
"6071","SES",3032556,"upper","SADO",60140,384.4343,1,3.107,2.582,2.718,0.25,12.082,16,1,2700,0,0,0,1
"6073","SES",3032556,"upper","SADO",60141,1424.183,1,3.107,2.582,2.718,0.25,12.114,75,1,2700,0,0,0,1
"6076","SES",3032556,"upper","SADO",60144,1319.542,1,3.107,2.582,2.718,0.25,12.311,24,1,2700,0,1,0,0
